-7.9	0.0211392	0.0032048	0.0032048
-6.47	0.0228748	0.0031524	0.0031524
-5.74	0.0270035	0.0038956	0.0038956
-5.24	0.0276718	0.0035189	0.0035189
-4.74	0.0324895	0.0036844	0.0036844
-4.24	0.0316038	0.0036078	0.0036078
-3.74	0.0352941	0.0038283	0.0038283
-3.29	0.0440729	0.0038447	0.0038447
-2.94	0.0465986	0.0042073	0.0042073
-2.7	0.0559259	0.0043351	0.0043351
-2.5	0.054	0.0041761	0.0041761
-2.3	0.0552174	0.0041247	0.0041247
-2.17	0.0757405	0.0128374	0.0128374
-2.1	0.0657143	0.0040686	0.0040686
-1.9	0.0615789	0.0040083	0.0040083
-1.7	0.0711056	0.0088882	0.0088882
-1.64	0.0737805	0.0052098	0.0052098
-1.26	0.0757405	0.0083443	0.0083443
-0.94	0.1019985	0.0085793	0.0085793
-0.68	0.1231585	0.0102632	0.0102632
0.3594242	0.3639053	0.1173218	0.1173218
0.359832	0.3638723	0.1272074	0.1272074
0.3962828	0.3727728	0.1144711	0.1144711
0.3967236	0.4344939	0.0903162	0.0903162
0.4349666	0.2170845	0.1573944	0.1573944
0.4354152	0.4483776	0.1039209	0.1039209
0.475493	0.3375175	0.1015454	0.1015454
0.5176946	0.4494907	0.0671062	0.0671062
0.5181984	0.4528761	0.0735924	0.0735924
0.5617503	0.644894	0.0616399	0.0616399
0.56229	0.7186833	0.0686145	0.0686145
0.5768403	0.884266	0.0632569	0.0632569
0.5773872	0.9179861	0.0773273	0.0773273
0.5829323	1.0200441	0.0635394	0.0635394
0.5834821	1.146262	0.0671672	0.0671672
0.5921303	1.3845605	0.0660501	0.0660501
0.5926844	1.3357872	0.0670165	0.0670165
0.5983023	1.787619	0.0591765	0.0591765
0.5988593	1.862567	0.0493719	0.0493719
0.6045063	2.8349188	0.0538928	0.0538928
0.6050662	2.7817714	0.0479053	0.0479053
0.6063893	3.0784415	0.1472616	0.1472616
0.6075891	3.4579781	0.0662528	0.0662528
0.6081816	3.563029	0.069669	0.069669
0.6093207	3.9077766	0.0635033	0.0635033
0.6097423	4.3198898	0.1283263	0.1283263
0.6109455	4.1751086	0.0645623	0.0645623
0.6113051	4.1682256	0.0298837	0.0298837
0.6123376	4.1383999	0.0681661	0.0681661
0.6128698	4.3000356	0.0562801	0.0562801
0.6138879	4.0104766	0.0778878	0.0778878
0.6144365	4.0412389	0.0588724	0.0588724
0.617026	3.3767644	0.0593583	0.0593583
0.6175759	3.4546578	0.0606694	0.0606694
0.6233103	2.1893882	0.0503776	0.0503776
0.6238788	2.0757626	0.0921483	0.0921483
0.6296264	1.4623744	0.046779	0.046779
0.6302137	1.4158346	0.0731716	0.0731716
0.6391843	1.0640173	0.0391836	0.0391836
0.639776	1.0597172	0.072038	0.072038
0.6552741	0.686383	0.0328019	0.0328019
0.6558732	0.723329	0.07552	0.07552
0.6715639	0.5385982	0.0291592	0.0291592
0.6721704	0.5235097	0.0592292	0.0592292
0.7047099	0.3980252	0.0241734	0.0241734
0.7053648	0.3967569	0.0565002	0.0565002
0.7734323	0.2668971	0.0432693	0.0432693
0.7741536	0.2086361	0.0497881	0.0497881
0.8453515	0.2304299	0.0269883	0.0269883
0.8461424	0.2007801	0.031831	0.031831
0.8825663	0.1955553	0.0376068	0.0376068
0.8833368	0.269365	0.0400407	0.0400407
0.9014553	0.1954258	0.0358727	0.0358727
0.902234	0.2212703	0.0331905	0.0331905
0.9167105	0.1978136	0.0354032	0.0354032
0.9174958	0.1850328	0.0343632	0.0343632
0.9398527	0.2165317	0.0369936	0.0369936
0.9406284	0.1593591	0.0367752	0.0367752
0.9681182	0.1249065	0.0429366	0.0429366
0.9713778	0.1592098	0.0857283	0.0857283
1.0078353	0.2068994	0.0282135	0.0282135
1.0099446	0.189718	0.0769127	0.0769127
1.0211709	0.2435236	0.019961	0.019961
1.0216459	0.3343641	0.0465202	0.0465202
1.0317887	0.435283	0.0189739	0.0189739
1.0323982	0.5371873	0.0361742	0.0361742
1.0338212	0.5353557	0.0145181	0.0145181
1.0341059	0.5905755	0.0246759	0.0246759
1.0346145	0.510258	0.0609263	0.0609263
1.0355301	0.6210226	0.0140786	0.0140786
1.0358558	0.6455608	0.0180576	0.0180576
1.0367516	0.7079837	0.0288133	0.0288133
1.0375052	0.7453975	0.0208503	0.0208503
1.0380146	0.7282501	0.0113372	0.0113372
1.0386361	0.724226	0.0167645	0.0167645
1.0393803	0.6806567	0.0171234	0.0171234
1.0400736	0.6640321	0.0380283	0.0380283
1.0405326	0.6834844	0.0248669	0.0248669
1.0416652	0.526097	0.0138447	0.0138447
1.0424921	0.4483523	0.0314063	0.0314063
1.043544	0.3841885	0.0214842	0.0214842
1.0441161	0.3867021	0.0414324	0.0414324
1.0454347	0.3223246	0.0436795	0.0436795
1.0460994	0.2751957	0.022933	0.022933
1.0561056	0.088111	0.0440555	0.0440555
1.0570205	0.0539555	0.0269777	0.0269777
1.0684737	0.0730355	0.0730355	0.0730355
1.0688768	0.0220208	0.0220208	0.0220208
1.0798431	0.0622678	0.0389174	0.0389174
1.0807474	0.0730139	0.0730139	0.0730139
1.10208	0.079335	0.079335	0.079335
1.1225191	0.0983578	0.0983578	0.0983578
1.164241	0.0621518	0.0621518	0.0621518
1.3534996	0.0876036	0.0219009	0.0219009
1.7161	0.0689583	0.0137917	0.0137917
