  6.955799239e-05  7.100984051e-06  3.656104487e-05  7.478255749e-06 -3.323814394e-06 -3.011393154e-05 -4.005026651e-06  2.867400342e-07   2.56998477e-05   8.61509616e-06  2.274925161e-05 -6.281849051e-06
  7.100984051e-06   2.34959102e-05  1.462405267e-06  7.049366449e-06   6.94428175e-05 -3.235757891e-05 -4.953493295e-07  4.213159804e-06  8.311243262e-05  2.316380677e-06  6.109756277e-06 -7.042072407e-06
  3.656104487e-05  1.462405267e-06  3.594702316e-05  3.060996561e-05 -1.083431935e-05  -1.40634294e-05   1.00108323e-07 -1.731525543e-06  6.612686554e-06  -2.47985837e-05  2.968269266e-05 -2.699777504e-06
  7.478255749e-06  7.049366449e-06  3.060996561e-05  0.0001026318307  1.530024911e-06  6.351484296e-06  5.557216096e-07 -6.822237324e-06  1.124411932e-05 -6.465404717e-07  2.697452021e-06  6.688827294e-06
 -3.323814394e-06   6.94428175e-05 -1.083431935e-05  1.530024911e-06  0.0002941077073 -0.0001359713555  4.464742351e-07  1.984647322e-05  0.0003034498925  1.846978393e-06  2.080729189e-05 -3.022715261e-05
 -3.011393154e-05 -3.235757891e-05  -1.40634294e-05  6.351484296e-06 -0.0001359713555  9.390252942e-05  -3.59841675e-06  -1.40272146e-05 -0.0001403380939 -1.636014327e-06 -3.088076933e-05  2.469332555e-05
 -4.005026651e-06 -4.953493295e-07   1.00108323e-07  5.557216096e-07  4.464742351e-07  -3.59841675e-06   3.18028764e-06   2.16896981e-08 -1.739532866e-06 -4.514813018e-07  2.963648861e-07 -7.907766721e-08
  2.867400342e-07  4.213159804e-06 -1.731525543e-06 -6.822237324e-06  1.984647322e-05  -1.40272146e-05   2.16896981e-08  4.672070361e-06  1.288127682e-05 -1.581849412e-06  6.852817418e-06 -7.134233798e-06
   2.56998477e-05  8.311243262e-05  6.612686554e-06  1.124411932e-05  0.0003034498925 -0.0001403380939 -1.739532866e-06  1.288127682e-05  0.0003664360749  8.917571896e-06  1.983694056e-05 -2.184785927e-05
   8.61509616e-06  2.316380677e-06  -2.47985837e-05 -6.465404717e-07  1.846978393e-06 -1.636014327e-06 -4.514813018e-07 -1.581849412e-06  8.917571896e-06  0.0001537872339 -7.744965229e-05  6.354215858e-06
  2.274925161e-05  6.109756277e-06  2.968269266e-05  2.697452021e-06  2.080729189e-05 -3.088076933e-05  2.963648861e-07  6.852817418e-06  1.983694056e-05 -7.744965229e-05  6.022208183e-05 -1.550921769e-05
 -6.281849051e-06 -7.042072407e-06 -2.699777504e-06  6.688827294e-06 -3.022715261e-05  2.469332555e-05 -7.907766721e-08 -7.134233798e-06 -2.184785927e-05  6.354215858e-06 -1.550921769e-05  1.180334173e-05
