1, "t_1s", 2.1743084, 0.00001, 1.9, 2.5
2, "t_1v", 2.80739161, 0.00001, 2.1, 2.65
3, "t_2s", 2.1865088, 0.00001, 2.01, 2.5
4, "t_2v", 2.3514133, 0.00001, 1.8, 2.95
5, "f_Om", -0.199131, 0.00001, -1.01, 0.5
6, "f_Ph", -0.721761, 0.00001, -1.01, 0.01
7, "f_Om1", 0.566131,0.00001,  0.1, 1.01
8, "f_Ph1", -0.088545, 0.00001, -0.2, 0.01
9, "f_Rh", -0.078886, 0.00001, -0.5, 0.01
10, "f_Om_T", 1.036196, 0.00001, 0.1, 1.7
11, "f_Ph_T", -0.422783, 0.00001, -1.7, 0.01
12, "f_Om1_T", 0.090154, 0.00001, -0.25, 0.25
