% $Id$
% Sigma_exp data
% t [GeV^2/c^2] | sigma_exp/sigma_dip | delta sigma_exp/sigma_dip | theta | E_in [MeV]
# Type=100
-0.011280	0.989300	0.003100	35.500000	180.000000
-0.011272	0.992900	0.003000	35.500000	180.000000
-0.011286	0.991400	0.003100	35.500000	180.000000
-0.011268	0.992300	0.003000	35.500000	180.000000
-0.011286	0.997700	0.003800	35.500000	180.000000
-0.011285	0.990400	0.003700	35.500000	180.000000
-0.011281	0.987900	0.003700	35.500000	180.000000
-0.011281	0.992300	0.003800	35.500000	180.000000
-0.011269	0.988900	0.003800	35.500000	180.000000
-0.011272	0.994500	0.004200	35.500000	180.000000
-0.011283	0.989200	0.004200	35.500000	180.000000
-0.012838	0.999200	0.003600	38.000000	180.000000
-0.012836	0.989600	0.003500	38.000000	180.000000
-0.012840	0.990700	0.003400	38.000000	180.000000
-0.012840	0.989000	0.003400	38.000000	180.000000
-0.012838	0.998500	0.003500	38.000000	180.000000
-0.012838	0.998300	0.003600	38.000000	180.000000
-0.014480	0.991500	0.003100	40.500000	180.000000
-0.014480	0.991600	0.003100	40.500000	180.000000
-0.014481	0.993500	0.003100	40.500000	180.000000
-0.014480	0.992600	0.003100	40.500000	180.000000
-0.016192	0.992000	0.003100	43.000000	180.000000
-0.016192	0.989300	0.003100	43.000000	180.000000
-0.016197	0.985200	0.006200	43.000000	180.000000
-0.016193	0.992500	0.003000	43.000000	180.000000
-0.016193	0.993100	0.003500	43.000000	180.000000
-0.017978	0.987300	0.005600	45.510000	180.000000
-0.017979	0.982300	0.003300	45.510000	180.000000
-0.017975	0.992300	0.002900	45.510000	180.000000
-0.019801	0.989400	0.005200	48.000000	180.000000
-0.019803	0.985600	0.003100	48.000000	180.000000
-0.019803	0.982900	0.005400	48.000000	180.000000
-0.019803	0.986800	0.003600	48.000000	180.000000
-0.019803	0.986800	0.003300	48.000000	180.000000
-0.021699	0.986600	0.003900	50.510000	180.000000
-0.021694	0.983900	0.002300	50.510000	180.000000
