1, "t_1s",    2.5519405, 0.00014152885, 2.019, 2.76
2, "t_1v",    2.3230198, 6.2603087e-05, 2.106, 2.94
3, "t_2s",    2.1035993, 3.6784785e-05, 2.019, 2.76
4, "t_2v",    2.5348876, 0.0002325751, 2.106, 2.94
5, "f_Om",  -0.21302768, 6.4441284e-05, -1.01, 0.01
6, "f_Ph",  -0.38583042, 1.8556678e-05, -1.01, 0.01
7, "f_Om1",    0.2621816, 1.0484526e-05, 0.1, 0.5
8, "f_Ph1", -0.035463549, 1.6550562e-05, -0.2, 0.01
9, "f_Rh",  -0.57345412, 0.00019934322, -0.6, 0.01
10, "f_Om_T",    1.8845393, 4.7100043e-05, 0.01, 1.9
11, "f_Ph_T",   -0.7433431, 1.6911261e-05, -1.7, 0.01
12, "f_Om1_T",  0.054110319, 1.879364e-05, -0.25, 0.255
