1, "t_1s",    2.4936691, 0.0047358925, 2.019, 2.76
2, "t_1v",    2.3949341, 0.0055533044, 2.106, 2.94
3, "t_2s",    2.0294847,   0.00371609, 2.019, 2.76
4, "t_2v",    2.5680534, 0.0084267558, 2.106, 2.94
5, "f_Om",  -0.35767535, 0.0057721384, -1.01, 0.01
6, "f_Ph",  -0.30556444, 0.0024543677, -1.01, 0.01
7, "f_Om1",   0.28342933, 0.0014044748, 0.1, 0.5
8, "f_Ph1", -0.079787644, 0.0010040949, -0.2, 0.01
9, "f_Rh",  -0.36764124, 0.0075499185, -0.6, 0.01
10, "f_Om_T",    1.8374693,  0.011830699, 0.01, 1.9
11, "f_Ph_T",  -0.81705149, 0.0049591014, -1.7, 0.01
12, "f_Om1_T",   0.12022282, 0.0016471774, -0.25, 0.255
