1, "t_s",    0.6166, 0.1099, 0.019, 2.76
2, "t_v",    1.1911, 0.0376, 1.106, 2.94
3, "f_Om",   -0.1134, 0.0078, -0.10, 0.10
4, "f_Ph",   0.0098, 0.0091, -0.10, 0.10
5, "f_Rh",   0.1241, 0.0026, -0.10, 0.10
