1, "t_s",    0.8966, 0.0341, 0.019, 2.76
2, "t_v",    0.6089, 0.0770, 0.106, 2.94
3, "f_Om",   0.0002, 0.0014, -0.10, 0.10
4, "f_Ph",   -0.0020, 0.0003, -0.10, 0.10
5, "f_Rh",   0.0250, 0.0013, -0.10, 0.10
