1, "t_s",    1.0077, 0.0376, 1.106, 2.94
2, "t_v",    0.4510, 0.1099, 0.019, 2.76
3, "f_Om",   -0.0013, 0.0078, -0.10, 0.10
4, "f_Ph",   -0.0105, 0.0091, -0.10, 0.10
5, "f_Rh",   0.2416, 0.0026, -0.10, 0.10
