1, "t_1s", 2.472999667, 1.01, 2.5
2, "t_1v", 2.466481232, 2.1, 2.7
3, "t_2s", 2.499098101, 2.019, 2.5
4, "t_2v", 2.420175971, 2.1, 2.7
5, "f_Om", -0.5881907236, -1.01, 0.01
6, "f_Ph", -0.3518019587, -1.01, 0.01
7, "f_Om1", 0.4768869679, 0.1, 0.5
8, "f_Ph1", -0.006835823781, -0.2, 0.4
9, "f_Rh", -0.2693981707, -0.6, 0.01
10, "f_Om_T", 0.1624627441, 0.01, 1.9
11, "f_Ph_T", -0.1814291783, -1.7, 0.01
12, "f_Om1_T", 0.007687863853, -1.1, 0.255
13, "f_Rh_T", 0.1168314895, 0.01, 0.5
