1, "Beta_Rho", 0.672, 0.001, 0.3, 1.2
2, "Beta_Om", 1.102, 0.001, 0.6, 1.4
3, "Beta_Phi", 0.112, 0.001, 0.01, 0.7
4, "Alph_Phi", -0.052, 0.001, -0.2, 0.3
5, "Gamma", 0.25, 0.01, 0.01, 0.7
